,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,PMID,Unnamed: 0.1,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Unnamed: 0
13989,True,False,True,False,False,28083697,16378,Practical use of visual medial temporal lobe atrophy cut-off scores in Alzheimer's disease: Validation in a large memory clinic population,"Claus JJ, Staekenborg SS, Holl DC, Roorda JJ, Schuur J, Koster P, Tielkes CEM, Scheltens P.",Eur Radiol. 2017 Aug;27(8):3147-3155. doi: 10.1007/s00330-016-4726-3. Epub 2017 Jan 12.,Claus JJ,Eur Radiol,2017,2017/01/14,PMC5491609,,10.1007/s00330-016-4726-3,
13990,True,False,True,False,False,27986990,16561,Multiparametric computer-aided differential diagnosis of Alzheimer's disease and frontotemporal dementia using structural and advanced MRI,"Bron EE, Smits M, Papma JM, Steketee RME, Meijboom R, de Groot M, van Swieten JC, Niessen WJ, Klein S.",Eur Radiol. 2017 Aug;27(8):3372-3382. doi: 10.1007/s00330-016-4691-x. Epub 2016 Dec 16.,Bron EE,Eur Radiol,2017,2016/12/18,PMC5491625,,10.1007/s00330-016-4691-x,
13992,True,False,True,False,False,28574413,15149,Effect of acetylcholinesterase inhibitors on post-surgical complications and mortality following a hip fracture: a cohort study,"Tamimi I, Madathil SA, Kezouh A, Nicolau B, Karp I, Tamimi F.",J Musculoskelet Neuronal Interact. 2017 Jun 1;17(2):69-77.,Tamimi I,J Musculoskelet Neuronal Interact,2017,2017/06/03,PMC5492321,,,
13993,True,False,True,False,False,28713248,14784,Deep Brain Magnetic Stimulation Promotes Neurogenesis and Restores Cholinergic Activity in a Transgenic Mouse Model of Alzheimer's Disease,"Zhen J, Qian Y, Fu J, Su R, An H, Wang W, Zheng Y, Wang X.",Front Neural Circuits. 2017 Jun 30;11:48. doi: 10.3389/fncir.2017.00048. eCollection 2017.,Zhen J,Front Neural Circuits,2017,2017/07/18,PMC5492391,,10.3389/fncir.2017.00048,
13994,True,True,True,False,True,28201726,16082,"Discontinuation, Efficacy, and Safety of Cholinesterase Inhibitors for Alzheimer's Disease: a Meta-Analysis and Meta-Regression of 43 Randomized Clinical Trials Enrolling 16 106 Patients","Blanco-Silvente L, Castells X, Saez M, Barceló MA, Garre-Olmo J, Vilalta-Franch J, Capellà D.",Int J Neuropsychopharmacol. 2017 Jul 1;20(7):519-528. doi: 10.1093/ijnp/pyx012.,Blanco-Silvente L,Int J Neuropsychopharmacol,2017,2017/02/16,PMC5492783,,10.1093/ijnp/pyx012,
13998,True,False,True,False,False,28667284,14904,"A molecular hypothesis to explain direct and inverse co-morbidities between Alzheimer's Disease, Glioblastoma and Lung cancer","Sánchez-Valle J, Tejero H, Ibáñez K, Portero JL, Krallinger M, Al-Shahrour F, Tabarés-Seisdedos R, Baudot A, Valencia A.",Sci Rep. 2017 Jun 30;7(1):4474. doi: 10.1038/s41598-017-04400-6.,Sánchez-Valle J,Sci Rep,2017,2017/07/02,PMC5493619,,10.1038/s41598-017-04400-6,
14000,True,False,True,False,False,29065619,13973,Diagnosis of Alzheimer's Disease Based on Structural MRI Images Using a Regularized Extreme Learning Machine and PCA Features,"Lama RK, Gwak J, Park JS, Lee SW.",J Healthc Eng. 2017;2017:5485080. doi: 10.1155/2017/5485080. Epub 2017 Jun 18.,Lama RK,J Healthc Eng,2017,2017/10/26,PMC5494120,,10.1155/2017/5485080,
14001,True,False,True,False,True,28668092,14901,Dissecting the role of non-coding RNAs in the accumulation of amyloid and tau neuropathologies in Alzheimer's disease,"Patrick E, Rajagopal S, Wong HA, McCabe C, Xu J, Tang A, Imboywa SH, Schneider JA, Pochet N, Krichevsky AM, Chibnik LB, Bennett DA, De Jager PL.",Mol Neurodegener. 2017 Jul 1;12(1):51. doi: 10.1186/s13024-017-0191-y.,Patrick E,Mol Neurodegener,2017,2017/07/03,PMC5494142,,10.1186/s13024-017-0191-y,
14002,True,False,True,False,False,27151236,18183,Deregulation of mitochondrial F1FO-ATP synthase via OSCP in Alzheimer's disease,"Beck SJ, Guo L, Phensy A, Tian J, Wang L, Tandon N, Gauba E, Lu L, Pascual JM, Kroener S, Du H.",Nat Commun. 2016 May 6;7:11483. doi: 10.1038/ncomms11483.,Beck SJ,Nat Commun,2016,2016/05/07,PMC5494197,,10.1038/ncomms11483,
14009,True,False,True,False,False,28672022,14890,APOE ε4-TOMM40 '523 haplotypes and the risk of Alzheimer's disease in older Caucasian and African Americans,"Yu L, Lutz MW, Wilson RS, Burns DK, Roses AD, Saunders AM, Yang J, Gaiteri C, De Jager PL, Barnes LL, Bennett DA.",PLoS One. 2017 Jul 3;12(7):e0180356. doi: 10.1371/journal.pone.0180356. eCollection 2017.,Yu L,PLoS One,2017,2017/07/04,PMC5495438,,10.1371/journal.pone.0180356,
14011,True,False,True,False,False,28044060,16470,Molecular interaction between type 2 diabetes and Alzheimer's disease through cross-seeding of protein misfolding,"Moreno-Gonzalez I, Edwards Iii G, Salvadores N, Shahnawaz M, Diaz-Espinoza R, Soto C.",Mol Psychiatry. 2017 Sep;22(9):1327-1334. doi: 10.1038/mp.2016.230. Epub 2017 Jan 3.,Moreno-Gonzalez I,Mol Psychiatry,2017,2017/01/04,PMC5495631,NIHMS823458,10.1038/mp.2016.230,
14012,True,False,True,False,False,28673336,14887,"Cerebrospinal fluid biomarkers for Alzheimer's and vascular disease vary by age, gender, and APOE genotype in cognitively normal adults","Li G, Shofer JB, Petrie EC, Yu CE, Wilkinson CW, Figlewicz DP, Shutes-David A, Zhang J, Montine TJ, Raskind MA, Quinn JF, Galasko DR, Peskind ER.",Alzheimers Res Ther. 2017 Jul 3;9(1):48. doi: 10.1186/s13195-017-0271-9.,Li G,Alzheimers Res Ther,2017,2017/07/05,PMC5496132,,10.1186/s13195-017-0271-9,
14017,True,True,True,False,False,28673322,14888,The effect of electroacupuncture combined with donepezil on cognitive function in Alzheimer's disease patients: study protocol for a randomized controlled trial,"Peng W, Zhou J, Xu M, Feng Q, Bin L, Liu Z.",Trials. 2017 Jul 3;18(1):301. doi: 10.1186/s13063-017-2052-y.,Peng W,Trials,2017,2017/07/05,PMC5496421,,10.1186/s13063-017-2052-y,
14021,False,False,False,,,12719635,37959,Perceptual organization based upon spatial relationships in Alzheimer's disease,"Kurylo DD, Allan WC, Collins TE, Baron J.",Behav Neurol. 2003;14(1-2):19-28. doi: 10.1155/2003/856309.,Kurylo DD,Behav Neurol,2003,2003/04/30,PMC5497558,,10.1155/2003/856309,
14022,False,False,False,,,12719633,37961,Upper and lower face and ideomotor apraxia in patients with Alzheimer's disease,"Capone JG, Della Sala S, Spinnler H, Venneri A.",Behav Neurol. 2003;14(1-2):1-8. doi: 10.1155/2003/518959.,Capone JG,Behav Neurol,2003,2003/04/30,PMC5497562,,10.1155/2003/518959,
14032,True,False,True,False,True,28680159,14865,Peptides derived from the knuckle epitope of BMP-9 induce the cholinergic differentiation and inactivate GSk3beta in human SH-SY5Y neuroblastoma cells,"Lauzon MA, Drevelle O, Faucheux N.",Sci Rep. 2017 Jul 5;7(1):4695. doi: 10.1038/s41598-017-04835-x.,Lauzon MA,Sci Rep,2017,2017/07/07,PMC5498665,,10.1038/s41598-017-04835-x,
14034,True,False,True,False,False,29065663,13971,"Diagnosis of Alzheimer's Disease Using Dual-Tree Complex Wavelet Transform, PCA, and Feed-Forward Neural Network","Jha D, Kim JI, Kwon GR.",J Healthc Eng. 2017;2017:9060124. doi: 10.1155/2017/9060124. Epub 2017 Jun 21.,Jha D,J Healthc Eng,2017,2017/10/26,PMC5499252,,10.1155/2017/9060124,
14040,True,False,True,False,False,28684764,14854,Heterogeneity of odorant identification impairment in patients with Alzheimer's Disease,"Umeda-Kameyama Y, Ishii S, Kameyama M, Kondo K, Ochi A, Yamasoba T, Ogawa S, Akishita M.",Sci Rep. 2017 Jul 6;7(1):4798. doi: 10.1038/s41598-017-05201-7.,Umeda-Kameyama Y,Sci Rep,2017,2017/07/08,PMC5500500,,10.1038/s41598-017-05201-7,
14041,True,False,True,False,False,28721032,14758,(11)C-PIB PET imaging reveals that amyloid deposition in cases with early-onset Alzheimer's disease in the absence of known mutations retains higher levels of PIB in the basal ganglia,"Youn YC, Jang JW, Han SH, Kim H, Seok JW, Byun JS, Park KY, An SSA, Chun IK, Kim S.",Clin Interv Aging. 2017 Jun 29;12:1041-1048. doi: 10.2147/CIA.S132884. eCollection 2017.,Youn YC,Clin Interv Aging,2017,2017/07/20,PMC5500536,,10.2147/CIA.S132884,
14043,True,False,True,False,False,28683776,14856,TRPA1 channels promote astrocytic Ca(2+) hyperactivity and synaptic dysfunction mediated by oligomeric forms of amyloid-β peptide,"Bosson A, Paumier A, Boisseau S, Jacquier-Sarlin M, Buisson A, Albrieux M.",Mol Neurodegener. 2017 Jul 6;12(1):53. doi: 10.1186/s13024-017-0194-8.,Bosson A,Mol Neurodegener,2017,2017/07/08,PMC5501536,,10.1186/s13024-017-0194-8,
14056,True,False,True,False,False,28694463,14839,Contrast-enhanced MR microscopy of amyloid plaques in five mouse models of amyloidosis and in human Alzheimer's disease brains,"Dudeffant C, Vandesquille M, Herbert K, Garin CM, Alves S, Blanchard V, Comoy EE, Petit F, Dhenain M.",Sci Rep. 2017 Jul 10;7(1):4955. doi: 10.1038/s41598-017-05285-1.,Dudeffant C,Sci Rep,2017,2017/07/12,PMC5504006,,10.1038/s41598-017-05285-1,
14059,True,False,True,False,False,28694424,14841,"A tricyclic antidepressant, amoxapine, reduces amyloid-β generation through multiple serotonin receptor 6-mediated targets","Li X, Wang Q, Hu T, Wang Y, Zhao J, Lu J, Pei G.",Sci Rep. 2017 Jul 10;7(1):4983. doi: 10.1038/s41598-017-04144-3.,Li X,Sci Rep,2017,2017/07/12,PMC5504036,,10.1038/s41598-017-04144-3,
14063,True,False,True,False,False,28744452,14697,Secretory Products of the Human GI Tract Microbiome and Their Potential Impact on Alzheimer's Disease (AD): Detection of Lipopolysaccharide (LPS) in AD Hippocampus,"Zhao Y, Jaber V, Lukiw WJ.",Front Cell Infect Microbiol. 2017 Jul 11;7:318. doi: 10.3389/fcimb.2017.00318. eCollection 2017.,Zhao Y,Front Cell Infect Microbiol,2017,2017/07/27,PMC5504724,,10.3389/fcimb.2017.00318,
14067,True,False,True,False,False,28740553,14715,A Fluorogenic Probe for Ultrafast and Reversible Detection of Formaldehyde in Neurovascular Tissues,"Liang XG, Chen B, Shao LX, Cheng J, Huang MZ, Chen Y, Hu YZ, Han YF, Han F, Li X.",Theranostics. 2017 Jun 1;7(8):2305-2313. doi: 10.7150/thno.19554. eCollection 2017.,Liang XG,Theranostics,2017,2017/07/26,PMC5505062,,10.7150/thno.19554,
14071,True,False,True,False,False,28698646,14829,Plasma biomarkers are associated with agitation and regional brain atrophy in Alzheimer's disease,"Hsu JL, Lee WJ, Liao YC, Lirng JF, Wang SJ, Fuh JL.",Sci Rep. 2017 Jul 11;7(1):5035. doi: 10.1038/s41598-017-05390-1.,Hsu JL,Sci Rep,2017,2017/07/13,PMC5506051,,10.1038/s41598-017-05390-1,
14081,True,False,True,False,True,28700589,14822,ANK1 is up-regulated in laser captured microglia in Alzheimer's brain; the importance of addressing cellular heterogeneity,"Mastroeni D, Sekar S, Nolz J, Delvaux E, Lunnon K, Mill J, Liang WS, Coleman PD.",PLoS One. 2017 Jul 12;12(7):e0177814. doi: 10.1371/journal.pone.0177814. eCollection 2017.,Mastroeni D,PLoS One,2017,2017/07/13,PMC5507536,,10.1371/journal.pone.0177814,
14091,False,False,True,False,False,28704727,14801,NRF2 deficiency replicates transcriptomic changes in Alzheimer's patients and worsens APP and TAU pathology,"Rojo AI, Pajares M, Rada P, Nuñez A, Nevado-Holgado AJ, Killik R, Van Leuven F, Ribe E, Lovestone S, Yamamoto M, Cuadrado A.",Redox Biol. 2017 Oct;13:444-451. doi: 10.1016/j.redox.2017.07.006. Epub 2017 Jul 5.,Rojo AI,Redox Biol,2017,2017/07/14,PMC5508523,,10.1016/j.redox.2017.07.006,
14099,True,False,True,False,False,28721361,14757,Role of Endoplasmic Reticulum Stress in Learning and Memory Impairment and Alzheimer's Disease-Like Neuropathology in the PS19 and APP(Swe) Mouse Models of Tauopathy and Amyloidosis,"Briggs DI, Defensor E, Memar Ardestani P, Yi B, Halpain M, Seabrook G, Shamloo M.",eNeuro. 2017 Jul 14;4(4):ENEURO.0025-17.2017. doi: 10.1523/ENEURO.0025-17.2017. eCollection 2017 Jul-Aug.,Briggs DI,eNeuro,2017,2017/07/20,PMC5510086,,10.1523/ENEURO.0025-17.2017,
14100,True,False,True,False,False,28699394,14824,Stepping out of the shadows of Alzheimer's disease: a phenomenological hermeneutic study of older people with Alzheimer's disease caring for a therapy dog,"Swall A, Ebbeskog B, Lundh Hagelin C, Fagerberg I.",Int J Qual Stud Health Well-being. 2017 Dec;12(1):1347013. doi: 10.1080/17482631.2017.1347013.,Swall A,Int J Qual Stud Health Well-being,2017,2017/07/13,PMC5510223,,10.1080/17482631.2017.1347013,
14111,True,False,True,False,True,28709449,14789,A novel Alzheimer's disease drug candidate targeting inflammation and fatty acid metabolism,"Daugherty D, Goldberg J, Fischer W, Dargusch R, Maher P, Schubert D.",Alzheimers Res Ther. 2017 Jul 14;9(1):50. doi: 10.1186/s13195-017-0277-3.,Daugherty D,Alzheimers Res Ther,2017,2017/07/16,PMC5513091,,10.1186/s13195-017-0277-3,
14115,True,False,True,False,True,28715462,14777,"Cell specificity dictates similarities in gene expression in multiple sclerosis, Parkinson's disease, and Alzheimer's disease","Itoh Y, Voskuhl RR.",PLoS One. 2017 Jul 17;12(7):e0181349. doi: 10.1371/journal.pone.0181349. eCollection 2017.,Itoh Y,PLoS One,2017,2017/07/18,PMC5513529,,10.1371/journal.pone.0181349,
14117,True,False,True,False,False,28744113,14699,Apolipoprotein ε7 allele in memory complaints: insights through protein structure prediction,"Youn YC, Lim YK, Han SH, Giau VV, Lee MK, Park KY, Kim S, Bagyinszky E, An SSA, Kim HR.",Clin Interv Aging. 2017 Jul 11;12:1095-1102. doi: 10.2147/CIA.S131172. eCollection 2017.,Youn YC,Clin Interv Aging,2017,2017/07/27,PMC5513808,,10.2147/CIA.S131172,
14119,True,False,True,False,True,28717130,14772,Polymicrobial Infections In Brain Tissue From Alzheimer's Disease Patients,"Pisa D, Alonso R, Fernández-Fernández AM, Rábano A, Carrasco L.",Sci Rep. 2017 Jul 17;7(1):5559. doi: 10.1038/s41598-017-05903-y.,Pisa D,Sci Rep,2017,2017/07/19,PMC5514053,,10.1038/s41598-017-05903-y,
14120,True,False,True,False,False,28421328,15520,"Association of adiponectin, leptin and resistin with inflammatory markers and obesity in dementia","Bednarska-Makaruk M, Graban A, Wiśniewska A, Łojkowska W, Bochyńska A, Gugała-Iwaniuk M, Sławińska K, Ługowska A, Ryglewicz D, Wehr H.",Biogerontology. 2017 Aug;18(4):561-580. doi: 10.1007/s10522-017-9701-0. Epub 2017 Apr 18.,Bednarska-Makaruk M,Biogerontology,2017,2017/04/20,PMC5514216,,10.1007/s10522-017-9701-0,
14121,True,False,True,False,False,28719622,14768,Characterization of plasma metal profiles in Alzheimer's disease using multivariate statistical analysis,"Guan C, Dang R, Cui Y, Liu L, Chen X, Wang X, Zhu J, Li D, Li J, Wang D.",PLoS One. 2017 Jul 18;12(7):e0178271. doi: 10.1371/journal.pone.0178271. eCollection 2017.,Guan C,PLoS One,2017,2017/07/19,PMC5515399,,10.1371/journal.pone.0178271,
14122,True,False,True,False,True,28719625,14767,Differences of immune disorders between Alzheimer's disease and breast cancer based on transcriptional regulation,"Kong W, Mou X, Deng J, Di B, Zhong R, Wang S, Yang Y, Zeng W.",PLoS One. 2017 Jul 18;12(7):e0180337. doi: 10.1371/journal.pone.0180337. eCollection 2017.,Kong W,PLoS One,2017,2017/07/19,PMC5515412,,10.1371/journal.pone.0180337,
14124,True,False,True,False,False,28720796,14762,EEG machine learning for accurate detection of cholinergic intervention and Alzheimer's disease,"Simpraga S, Alvarez-Jimenez R, Mansvelder HD, van Gerven JMA, Groeneveld GJ, Poil SS, Linkenkaer-Hansen K.",Sci Rep. 2017 Jul 18;7(1):5775. doi: 10.1038/s41598-017-06165-4.,Simpraga S,Sci Rep,2017,2017/07/20,PMC5515842,,10.1038/s41598-017-06165-4,
14127,True,False,True,False,False,28720893,14759,Nanoplasmonic fiber tip probe detects significant reduction of intracellular Alzheimer's disease-related oligomers by curcumin,"Liang F, Wan Y, Schaak D, Ward J, Shen X, Tanzi RE, Zhang C, Quan Q.",Sci Rep. 2017 Jul 18;7(1):5722. doi: 10.1038/s41598-017-05619-z.,Liang F,Sci Rep,2017,2017/07/20,PMC5516023,,10.1038/s41598-017-05619-z,
14128,False,False,True,False,False,28196395,16096,Spread of tau down neural circuits precedes synapse and neuronal loss in the rTgTauEC mouse model of early Alzheimer's disease,"Pickett EK, Henstridge CM, Allison E, Pitstick R, Pooler A, Wegmann S, Carlson G, Hyman BT, Spires-Jones TL.",Synapse. 2017 Jun;71(6):e21965. doi: 10.1002/syn.21965. Epub 2017 Mar 6.,Pickett EK,Synapse,2017,2017/02/15,PMC5516127,,10.1002/syn.21965,
14131,True,False,True,False,False,28729939,14737,Feature selective temporal prediction of Alzheimer's disease progression using hippocampus surface morphometry,"Tsao S, Gajawelli N, Zhou J, Shi J, Ye J, Wang Y, Leporé N.",Brain Behav. 2017 Jun 9;7(7):e00733. doi: 10.1002/brb3.733. eCollection 2017 Jul.,Tsao S,Brain Behav,2017,2017/07/22,PMC5516607,,10.1002/brb3.733,
14133,True,False,True,False,False,28758034,14658,Endophilin2 Interacts with GluA1 to Mediate AMPA Receptor Endocytosis Induced by Oligomeric Amyloid-β,"Zhang J, Yin Y, Ji Z, Cai Z, Zhao B, Li J, Tan M, Guo G.",Neural Plast. 2017;2017:8197085. doi: 10.1155/2017/8197085. Epub 2017 Jul 5.,Zhang J,Neural Plast,2017,2017/08/01,PMC5516760,,10.1155/2017/8197085,
14135,True,False,True,False,False,28723964,14753,Development of the Korean Adult Reading Test (KART) to estimate premorbid intelligence in dementia patients,"Yi D, Seo EH, Han JY, Sohn BK, Byun MS, Lee JH, Choe YM, Ahn S, Woo JI, Jun J, Lee DY.",PLoS One. 2017 Jul 19;12(7):e0181523. doi: 10.1371/journal.pone.0181523. eCollection 2017.,Yi D,PLoS One,2017,2017/07/21,PMC5517066,,10.1371/journal.pone.0181523,
14136,True,False,True,False,False,28678786,14873,Bidirectional interplay of HSF1 degradation and UPR activation promotes tau hyperphosphorylation,"Kim E, Sakata K, Liao FF.",PLoS Genet. 2017 Jul 5;13(7):e1006849. doi: 10.1371/journal.pgen.1006849. eCollection 2017 Jul.,Kim E,PLoS Genet,2017,2017/07/06,PMC5517072,,10.1371/journal.pgen.1006849,
14142,False,False,True,False,False,28547521,15214,Validation of the cingulate island sign with optimized ratios for discriminating dementia with Lewy bodies from Alzheimer's disease using brain perfusion SPECT,"Imabayashi E, Soma T, Sone D, Tsukamoto T, Kimura Y, Sato N, Murata M, Matsuda H.",Ann Nucl Med. 2017 Aug;31(7):536-543. doi: 10.1007/s12149-017-1181-4. Epub 2017 May 25.,Imabayashi E,Ann Nucl Med,2017,2017/05/27,PMC5517560,,10.1007/s12149-017-1181-4,
14143,True,False,True,False,True,28724976,14747,Gene expression reversal toward pre-adult levels in the aging human brain and age-related loss of cellular identity,"Dönertaş HM, İzgi H, Kamacıoğlu A, He Z, Khaitovich P, Somel M.",Sci Rep. 2017 Jul 19;7(1):5894. doi: 10.1038/s41598-017-05927-4.,Dönertaş HM,Sci Rep,2017,2017/07/21,PMC5517654,,10.1038/s41598-017-05927-4,
14156,True,False,True,False,False,28617444,15045,Heme oxygenase-1 derived carbon monoxide suppresses Aβ(1-42) toxicity in astrocytes,"Hettiarachchi NT, Boyle JP, Dallas ML, Al-Owais MM, Scragg JL, Peers C.",Cell Death Dis. 2017 Jun 15;8(6):e2884. doi: 10.1038/cddis.2017.276.,Hettiarachchi NT,Cell Death Dis,2017,2017/06/16,PMC5520931,,10.1038/cddis.2017.276,
14157,True,False,True,False,False,28617434,15046,LISPRO mitigates β-amyloid and associated pathologies in Alzheimer's mice,"Habib A, Sawmiller D, Li S, Xiang Y, Rongo D, Tian J, Hou H, Zeng J, Smith A, Fan S, Giunta B, Mori T, Currier G, Shytle DR, Tan J.",Cell Death Dis. 2017 Jun 15;8(6):e2880. doi: 10.1038/cddis.2017.279.,Habib A,Cell Death Dis,2017,2017/06/16,PMC5520933,,10.1038/cddis.2017.279,
14162,True,False,True,False,False,28487495,15336,Naoling decoction restores cognitive function by inhibiting the neuroinflammatory network in a rat model of Alzheimer's disease,"Xia Z, Peng W, Cheng S, Zhong B, Sheng C, Zhang C, Gong W, Cheng S, Li J, Wang Z.",Oncotarget. 2017 Jun 27;8(26):42648-42663. doi: 10.18632/oncotarget.17337.,Xia Z,Oncotarget,2017,2017/05/11,PMC5522095,,10.18632/oncotarget.17337,
